Ruleset,Race/Species,Subclass,Level,Pact Slot Level,Pact Slots,Cantrips,Known Spells,Prepared Spells,Invocations,Mystic Arcanum,Magical Cunning Recovery,Status
2014,Dragonborn,The Celestial,12,5,3,4,11,0,6,6,0,READY
2014,Dragonborn,The Celestial,13,5,3,4,12,0,6,6/7,0,READY
2014,Dragonborn,The Celestial,14,5,3,4,12,0,6,6/7,0,READY
2014,Dragonborn,The Celestial,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Dragonborn,The Celestial,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Dragonborn,The Celestial,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Dragonborn,The Celestial,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Celestial,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Celestial,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Fathomless,1,1,1,2,2,0,0,,0,READY
2014,Dragonborn,The Fathomless,2,1,2,2,3,0,2,,0,READY
2014,Dragonborn,The Fathomless,3,2,2,2,4,0,2,,0,READY
2014,Dragonborn,The Fathomless,4,2,2,3,5,0,2,,0,READY
2014,Dragonborn,The Fathomless,5,3,2,3,6,0,3,,0,READY
2014,Dragonborn,The Fathomless,6,3,2,3,7,0,3,,0,READY
2014,Dragonborn,The Fathomless,7,4,2,3,8,0,4,,0,READY
2014,Dragonborn,The Fathomless,8,4,2,3,9,0,4,,0,READY
2014,Dragonborn,The Fathomless,9,5,2,3,10,0,5,,0,READY
2014,Dragonborn,The Fathomless,10,5,2,4,10,0,5,,0,READY
2014,Dragonborn,The Fathomless,11,5,3,4,11,0,5,6,0,READY
2014,Dragonborn,The Fathomless,12,5,3,4,11,0,6,6,0,READY
2014,Dragonborn,The Fathomless,13,5,3,4,12,0,6,6/7,0,READY
2014,Dragonborn,The Fathomless,14,5,3,4,12,0,6,6/7,0,READY
2014,Dragonborn,The Fathomless,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Dragonborn,The Fathomless,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Dragonborn,The Fathomless,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Dragonborn,The Fathomless,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Fathomless,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Fathomless,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Genie,1,1,1,2,2,0,0,,0,READY
2014,Dragonborn,The Genie,2,1,2,2,3,0,2,,0,READY
2014,Dragonborn,The Genie,3,2,2,2,4,0,2,,0,READY
2014,Dragonborn,The Genie,4,2,2,3,5,0,2,,0,READY
2014,Dragonborn,The Genie,5,3,2,3,6,0,3,,0,READY
2014,Dragonborn,The Genie,6,3,2,3,7,0,3,,0,READY
2014,Dragonborn,The Genie,7,4,2,3,8,0,4,,0,READY
2014,Dragonborn,The Genie,8,4,2,3,9,0,4,,0,READY
2014,Dragonborn,The Genie,9,5,2,3,10,0,5,,0,READY
2014,Dragonborn,The Genie,10,5,2,4,10,0,5,,0,READY
2014,Dragonborn,The Genie,11,5,3,4,11,0,5,6,0,READY
2014,Dragonborn,The Genie,12,5,3,4,11,0,6,6,0,READY
2014,Dragonborn,The Genie,13,5,3,4,12,0,6,6/7,0,READY
2014,Dragonborn,The Genie,14,5,3,4,12,0,6,6/7,0,READY
2014,Dragonborn,The Genie,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Dragonborn,The Genie,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Dragonborn,The Genie,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Dragonborn,The Genie,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Genie,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Genie,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Great Old One,1,1,1,2,2,0,0,,0,READY
2014,Dragonborn,The Great Old One,2,1,2,2,3,0,2,,0,READY
2014,Dragonborn,The Great Old One,3,2,2,2,4,0,2,,0,READY
2014,Dragonborn,The Great Old One,4,2,2,3,5,0,2,,0,READY
2014,Dragonborn,The Great Old One,5,3,2,3,6,0,3,,0,READY
2014,Dragonborn,The Great Old One,6,3,2,3,7,0,3,,0,READY
2014,Dragonborn,The Great Old One,7,4,2,3,8,0,4,,0,READY
2014,Dragonborn,The Great Old One,8,4,2,3,9,0,4,,0,READY
2014,Dragonborn,The Great Old One,9,5,2,3,10,0,5,,0,READY
2014,Dragonborn,The Great Old One,10,5,2,4,10,0,5,,0,READY
2014,Dragonborn,The Great Old One,11,5,3,4,11,0,5,6,0,READY
2014,Dragonborn,The Great Old One,12,5,3,4,11,0,6,6,0,READY
2014,Dragonborn,The Great Old One,13,5,3,4,12,0,6,6/7,0,READY
2014,Dragonborn,The Great Old One,14,5,3,4,12,0,6,6/7,0,READY
2014,Dragonborn,The Great Old One,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Dragonborn,The Great Old One,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Dragonborn,The Great Old One,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Dragonborn,The Great Old One,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Great Old One,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Great Old One,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Hexblade,1,1,1,2,2,0,0,,0,READY
2014,Dragonborn,The Hexblade,2,1,2,2,3,0,2,,0,READY
2014,Dragonborn,The Hexblade,3,2,2,2,4,0,2,,0,READY
2014,Dragonborn,The Hexblade,4,2,2,3,5,0,2,,0,READY
2014,Dragonborn,The Hexblade,5,3,2,3,6,0,3,,0,READY
2014,Dragonborn,The Hexblade,6,3,2,3,7,0,3,,0,READY
2014,Dragonborn,The Hexblade,7,4,2,3,8,0,4,,0,READY
2014,Dragonborn,The Hexblade,8,4,2,3,9,0,4,,0,READY
2014,Dragonborn,The Hexblade,9,5,2,3,10,0,5,,0,READY
2014,Dragonborn,The Hexblade,10,5,2,4,10,0,5,,0,READY
2014,Dragonborn,The Hexblade,11,5,3,4,11,0,5,6,0,READY
2014,Dragonborn,The Hexblade,12,5,3,4,11,0,6,6,0,READY
2014,Dragonborn,The Hexblade,13,5,3,4,12,0,6,6/7,0,READY
2014,Dragonborn,The Hexblade,14,5,3,4,12,0,6,6/7,0,READY
2014,Dragonborn,The Hexblade,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Dragonborn,The Hexblade,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Dragonborn,The Hexblade,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Dragonborn,The Hexblade,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Hexblade,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Hexblade,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Undead,1,1,1,2,2,0,0,,0,READY
2014,Dragonborn,The Undead,2,1,2,2,3,0,2,,0,READY
2014,Dragonborn,The Undead,3,2,2,2,4,0,2,,0,READY
2014,Dragonborn,The Undead,4,2,2,3,5,0,2,,0,READY
2014,Dragonborn,The Undead,5,3,2,3,6,0,3,,0,READY
2014,Dragonborn,The Undead,6,3,2,3,7,0,3,,0,READY
2014,Dragonborn,The Undead,7,4,2,3,8,0,4,,0,READY
2014,Dragonborn,The Undead,8,4,2,3,9,0,4,,0,READY
2014,Dragonborn,The Undead,9,5,2,3,10,0,5,,0,READY
2014,Dragonborn,The Undead,10,5,2,4,10,0,5,,0,READY
2014,Dragonborn,The Undead,11,5,3,4,11,0,5,6,0,READY
2014,Dragonborn,The Undead,12,5,3,4,11,0,6,6,0,READY
2014,Dragonborn,The Undead,13,5,3,4,12,0,6,6/7,0,READY
2014,Dragonborn,The Undead,14,5,3,4,12,0,6,6/7,0,READY
2014,Dragonborn,The Undead,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Dragonborn,The Undead,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Dragonborn,The Undead,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Dragonborn,The Undead,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Undead,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Undead,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Undying,1,1,1,2,2,0,0,,0,READY
2014,Dragonborn,The Undying,2,1,2,2,3,0,2,,0,READY
2014,Dragonborn,The Undying,3,2,2,2,4,0,2,,0,READY
2014,Dragonborn,The Undying,4,2,2,3,5,0,2,,0,READY
2014,Dragonborn,The Undying,5,3,2,3,6,0,3,,0,READY
2014,Dragonborn,The Undying,6,3,2,3,7,0,3,,0,READY
2014,Dragonborn,The Undying,7,4,2,3,8,0,4,,0,READY
2014,Dragonborn,The Undying,8,4,2,3,9,0,4,,0,READY
2014,Dragonborn,The Undying,9,5,2,3,10,0,5,,0,READY
2014,Dragonborn,The Undying,10,5,2,4,10,0,5,,0,READY
2014,Dragonborn,The Undying,11,5,3,4,11,0,5,6,0,READY
2014,Dragonborn,The Undying,12,5,3,4,11,0,6,6,0,READY
2014,Dragonborn,The Undying,13,5,3,4,12,0,6,6/7,0,READY
2014,Dragonborn,The Undying,14,5,3,4,12,0,6,6/7,0,READY
2014,Dragonborn,The Undying,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Dragonborn,The Undying,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Dragonborn,The Undying,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Dragonborn,The Undying,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Undying,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Dragonborn,The Undying,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Gnome,The Fiend,1,1,1,2,2,0,0,,0,READY
2014,Gnome,The Fiend,2,1,2,2,3,0,2,,0,READY
2014,Gnome,The Fiend,3,2,2,2,4,0,2,,0,READY
2014,Gnome,The Fiend,4,2,2,3,5,0,2,,0,READY
2014,Gnome,The Fiend,5,3,2,3,6,0,3,,0,READY
2014,Gnome,The Fiend,6,3,2,3,7,0,3,,0,READY
2014,Gnome,The Fiend,7,4,2,3,8,0,4,,0,READY
2014,Gnome,The Fiend,8,4,2,3,9,0,4,,0,READY
2014,Gnome,The Fiend,9,5,2,3,10,0,5,,0,READY
2014,Gnome,The Fiend,10,5,2,4,10,0,5,,0,READY
2014,Gnome,The Fiend,11,5,3,4,11,0,5,6,0,READY
2014,Gnome,The Fiend,12,5,3,4,11,0,6,6,0,READY
2014,Gnome,The Fiend,13,5,3,4,12,0,6,6/7,0,READY
2014,Gnome,The Fiend,14,5,3,4,12,0,6,6/7,0,READY
2014,Gnome,The Fiend,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Gnome,The Fiend,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Gnome,The Fiend,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Gnome,The Fiend,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Gnome,The Fiend,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Gnome,The Fiend,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Gnome,The Archfey,1,1,1,2,2,0,0,,0,READY
2014,Gnome,The Archfey,2,1,2,2,3,0,2,,0,READY
2014,Gnome,The Archfey,3,2,2,2,4,0,2,,0,READY
2014,Gnome,The Archfey,4,2,2,3,5,0,2,,0,READY
2014,Gnome,The Archfey,5,3,2,3,6,0,3,,0,READY
2014,Gnome,The Archfey,6,3,2,3,7,0,3,,0,READY
2014,Gnome,The Archfey,7,4,2,3,8,0,4,,0,READY
2014,Gnome,The Archfey,8,4,2,3,9,0,4,,0,READY
2014,Gnome,The Archfey,9,5,2,3,10,0,5,,0,READY
2014,Gnome,The Archfey,10,5,2,4,10,0,5,,0,READY
2014,Gnome,The Archfey,11,5,3,4,11,0,5,6,0,READY
2014,Gnome,The Archfey,12,5,3,4,11,0,6,6,0,READY
2014,Gnome,The Archfey,13,5,3,4,12,0,6,6/7,0,READY
2014,Gnome,The Archfey,14,5,3,4,12,0,6,6/7,0,READY
2014,Gnome,The Archfey,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Gnome,The Archfey,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Gnome,The Archfey,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Gnome,The Archfey,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Gnome,The Archfey,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Gnome,The Archfey,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Gnome,The Celestial,1,1,1,2,2,0,0,,0,READY
2014,Gnome,The Celestial,2,1,2,2,3,0,2,,0,READY
2014,Gnome,The Celestial,3,2,2,2,4,0,2,,0,READY
2014,Gnome,The Celestial,4,2,2,3,5,0,2,,0,READY
2014,Gnome,The Celestial,5,3,2,3,6,0,3,,0,READY
2014,Gnome,The Celestial,6,3,2,3,7,0,3,,0,READY
2014,Gnome,The Celestial,7,4,2,3,8,0,4,,0,READY
2014,Gnome,The Celestial,8,4,2,3,9,0,4,,0,READY
2014,Gnome,The Celestial,9,5,2,3,10,0,5,,0,READY
2014,Gnome,The Celestial,10,5,2,4,10,0,5,,0,READY
2014,Gnome,The Celestial,11,5,3,4,11,0,5,6,0,READY
2014,Gnome,The Celestial,12,5,3,4,11,0,6,6,0,READY
2014,Gnome,The Celestial,13,5,3,4,12,0,6,6/7,0,READY
2014,Gnome,The Celestial,14,5,3,4,12,0,6,6/7,0,READY
2014,Gnome,The Celestial,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Gnome,The Celestial,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Gnome,The Celestial,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Gnome,The Celestial,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Gnome,The Celestial,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Gnome,The Celestial,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Gnome,The Fathomless,1,1,1,2,2,0,0,,0,READY
2014,Gnome,The Fathomless,2,1,2,2,3,0,2,,0,READY
2014,Gnome,The Fathomless,3,2,2,2,4,0,2,,0,READY
2014,Gnome,The Fathomless,4,2,2,3,5,0,2,,0,READY
2014,Gnome,The Fathomless,5,3,2,3,6,0,3,,0,READY
2014,Gnome,The Fathomless,6,3,2,3,7,0,3,,0,READY
2014,Gnome,The Fathomless,7,4,2,3,8,0,4,,0,READY
2014,Gnome,The Fathomless,8,4,2,3,9,0,4,,0,READY
2014,Gnome,The Fathomless,9,5,2,3,10,0,5,,0,READY
2014,Gnome,The Fathomless,10,5,2,4,10,0,5,,0,READY
2014,Gnome,The Fathomless,11,5,3,4,11,0,5,6,0,READY
2014,Gnome,The Fathomless,12,5,3,4,11,0,6,6,0,READY
2014,Gnome,The Fathomless,13,5,3,4,12,0,6,6/7,0,READY
2014,Gnome,The Fathomless,14,5,3,4,12,0,6,6/7,0,READY
2014,Gnome,The Fathomless,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Gnome,The Fathomless,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Gnome,The Fathomless,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Gnome,The Fathomless,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Gnome,The Fathomless,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Gnome,The Fathomless,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Gnome,The Genie,1,1,1,2,2,0,0,,0,READY
2014,Gnome,The Genie,2,1,2,2,3,0,2,,0,READY
2014,Gnome,The Genie,3,2,2,2,4,0,2,,0,READY
2014,Gnome,The Genie,4,2,2,3,5,0,2,,0,READY
2014,Gnome,The Genie,5,3,2,3,6,0,3,,0,READY
2014,Gnome,The Genie,6,3,2,3,7,0,3,,0,READY
2014,Gnome,The Genie,7,4,2,3,8,0,4,,0,READY
2014,Gnome,The Genie,8,4,2,3,9,0,4,,0,READY
2014,Gnome,The Genie,9,5,2,3,10,0,5,,0,READY
2014,Gnome,The Genie,10,5,2,4,10,0,5,,0,READY
2014,Gnome,The Genie,11,5,3,4,11,0,5,6,0,READY
2014,Gnome,The Genie,12,5,3,4,11,0,6,6,0,READY
2014,Gnome,The Genie,13,5,3,4,12,0,6,6/7,0,READY
2014,Gnome,The Genie,14,5,3,4,12,0,6,6/7,0,READY
2014,Gnome,The Genie,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Gnome,The Genie,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Gnome,The Genie,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Gnome,The Genie,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Gnome,The Genie,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Gnome,The Genie,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Gnome,The Great Old One,1,1,1,2,2,0,0,,0,READY
2014,Gnome,The Great Old One,2,1,2,2,3,0,2,,0,READY
2014,Gnome,The Great Old One,3,2,2,2,4,0,2,,0,READY
2014,Gnome,The Great Old One,4,2,2,3,5,0,2,,0,READY
2014,Gnome,The Great Old One,5,3,2,3,6,0,3,,0,READY
2014,Gnome,The Great Old One,6,3,2,3,7,0,3,,0,READY
2014,Gnome,The Great Old One,7,4,2,3,8,0,4,,0,READY
2014,Gnome,The Great Old One,8,4,2,3,9,0,4,,0,READY
2014,Gnome,The Great Old One,9,5,2,3,10,0,5,,0,READY
2014,Gnome,The Great Old One,10,5,2,4,10,0,5,,0,READY
2014,Gnome,The Great Old One,11,5,3,4,11,0,5,6,0,READY
2014,Gnome,The Great Old One,12,5,3,4,11,0,6,6,0,READY
2014,Gnome,The Great Old One,13,5,3,4,12,0,6,6/7,0,READY
2014,Gnome,The Great Old One,14,5,3,4,12,0,6,6/7,0,READY
2014,Gnome,The Great Old One,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Gnome,The Great Old One,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Gnome,The Great Old One,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Gnome,The Great Old One,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Gnome,The Great Old One,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Gnome,The Great Old One,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Gnome,The Hexblade,1,1,1,2,2,0,0,,0,READY
2014,Gnome,The Hexblade,2,1,2,2,3,0,2,,0,READY
2014,Gnome,The Hexblade,3,2,2,2,4,0,2,,0,READY
2014,Gnome,The Hexblade,4,2,2,3,5,0,2,,0,READY
2014,Gnome,The Hexblade,5,3,2,3,6,0,3,,0,READY
2014,Gnome,The Hexblade,6,3,2,3,7,0,3,,0,READY
2014,Gnome,The Hexblade,7,4,2,3,8,0,4,,0,READY
2014,Gnome,The Hexblade,8,4,2,3,9,0,4,,0,READY
2014,Gnome,The Hexblade,9,5,2,3,10,0,5,,0,READY
2014,Gnome,The Hexblade,10,5,2,4,10,0,5,,0,READY
2014,Gnome,The Hexblade,11,5,3,4,11,0,5,6,0,READY
2014,Gnome,The Hexblade,12,5,3,4,11,0,6,6,0,READY
2014,Gnome,The Hexblade,13,5,3,4,12,0,6,6/7,0,READY
2014,Gnome,The Hexblade,14,5,3,4,12,0,6,6/7,0,READY
2014,Gnome,The Hexblade,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Gnome,The Hexblade,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Gnome,The Hexblade,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Gnome,The Hexblade,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Gnome,The Hexblade,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Gnome,The Hexblade,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Gnome,The Undead,1,1,1,2,2,0,0,,0,READY
2014,Gnome,The Undead,2,1,2,2,3,0,2,,0,READY
2014,Gnome,The Undead,3,2,2,2,4,0,2,,0,READY
2014,Gnome,The Undead,4,2,2,3,5,0,2,,0,READY
2014,Gnome,The Undead,5,3,2,3,6,0,3,,0,READY
2014,Gnome,The Undead,6,3,2,3,7,0,3,,0,READY
2014,Gnome,The Undead,7,4,2,3,8,0,4,,0,READY
2014,Gnome,The Undead,8,4,2,3,9,0,4,,0,READY
2014,Gnome,The Undead,9,5,2,3,10,0,5,,0,READY
2014,Gnome,The Undead,10,5,2,4,10,0,5,,0,READY
2014,Gnome,The Undead,11,5,3,4,11,0,5,6,0,READY
2014,Gnome,The Undead,12,5,3,4,11,0,6,6,0,READY
2014,Gnome,The Undead,13,5,3,4,12,0,6,6/7,0,READY
2014,Gnome,The Undead,14,5,3,4,12,0,6,6/7,0,READY
2014,Gnome,The Undead,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Gnome,The Undead,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Gnome,The Undead,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Gnome,The Undead,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Gnome,The Undead,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Gnome,The Undead,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Gnome,The Undying,1,1,1,2,2,0,0,,0,READY
2014,Gnome,The Undying,2,1,2,2,3,0,2,,0,READY
2014,Gnome,The Undying,3,2,2,2,4,0,2,,0,READY
2014,Gnome,The Undying,4,2,2,3,5,0,2,,0,READY
2014,Gnome,The Undying,5,3,2,3,6,0,3,,0,READY
2014,Gnome,The Undying,6,3,2,3,7,0,3,,0,READY
2014,Gnome,The Undying,7,4,2,3,8,0,4,,0,READY
2014,Gnome,The Undying,8,4,2,3,9,0,4,,0,READY
2014,Gnome,The Undying,9,5,2,3,10,0,5,,0,READY
2014,Gnome,The Undying,10,5,2,4,10,0,5,,0,READY
2014,Gnome,The Undying,11,5,3,4,11,0,5,6,0,READY
2014,Gnome,The Undying,12,5,3,4,11,0,6,6,0,READY
2014,Gnome,The Undying,13,5,3,4,12,0,6,6/7,0,READY
2014,Gnome,The Undying,14,5,3,4,12,0,6,6/7,0,READY
2014,Gnome,The Undying,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Gnome,The Undying,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Gnome,The Undying,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Gnome,The Undying,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Gnome,The Undying,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Gnome,The Undying,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Half-Elf,The Fiend,1,1,1,2,2,0,0,,0,READY
2014,Half-Elf,The Fiend,2,1,2,2,3,0,2,,0,READY
2014,Half-Elf,The Fiend,3,2,2,2,4,0,2,,0,READY
2014,Half-Elf,The Fiend,4,2,2,3,5,0,2,,0,READY
2014,Half-Elf,The Fiend,5,3,2,3,6,0,3,,0,READY
2014,Half-Elf,The Fiend,6,3,2,3,7,0,3,,0,READY
2014,Half-Elf,The Fiend,7,4,2,3,8,0,4,,0,READY
2014,Half-Elf,The Fiend,8,4,2,3,9,0,4,,0,READY
2014,Half-Elf,The Fiend,9,5,2,3,10,0,5,,0,READY
2014,Half-Elf,The Fiend,10,5,2,4,10,0,5,,0,READY
2014,Half-Elf,The Fiend,11,5,3,4,11,0,5,6,0,READY
2014,Half-Elf,The Fiend,12,5,3,4,11,0,6,6,0,READY
2014,Half-Elf,The Fiend,13,5,3,4,12,0,6,6/7,0,READY
2014,Half-Elf,The Fiend,14,5,3,4,12,0,6,6/7,0,READY
2014,Half-Elf,The Fiend,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Half-Elf,The Fiend,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Half-Elf,The Fiend,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Half-Elf,The Fiend,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Half-Elf,The Fiend,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Half-Elf,The Fiend,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Half-Elf,The Archfey,1,1,1,2,2,0,0,,0,READY
2014,Half-Elf,The Archfey,2,1,2,2,3,0,2,,0,READY
2014,Half-Elf,The Archfey,3,2,2,2,4,0,2,,0,READY
2014,Half-Elf,The Archfey,4,2,2,3,5,0,2,,0,READY
2014,Half-Elf,The Archfey,5,3,2,3,6,0,3,,0,READY
2014,Half-Elf,The Archfey,6,3,2,3,7,0,3,,0,READY
2014,Half-Elf,The Archfey,7,4,2,3,8,0,4,,0,READY
2014,Half-Elf,The Archfey,8,4,2,3,9,0,4,,0,READY
2014,Half-Elf,The Archfey,9,5,2,3,10,0,5,,0,READY
2014,Half-Elf,The Archfey,10,5,2,4,10,0,5,,0,READY
2014,Half-Elf,The Archfey,11,5,3,4,11,0,5,6,0,READY
2014,Half-Elf,The Archfey,12,5,3,4,11,0,6,6,0,READY
2014,Half-Elf,The Archfey,13,5,3,4,12,0,6,6/7,0,READY
2014,Half-Elf,The Archfey,14,5,3,4,12,0,6,6/7,0,READY
2014,Half-Elf,The Archfey,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Half-Elf,The Archfey,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Half-Elf,The Archfey,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Half-Elf,The Archfey,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Half-Elf,The Archfey,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Half-Elf,The Archfey,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Half-Elf,The Celestial,1,1,1,2,2,0,0,,0,READY
2014,Half-Elf,The Celestial,2,1,2,2,3,0,2,,0,READY
2014,Half-Elf,The Celestial,3,2,2,2,4,0,2,,0,READY
2014,Half-Elf,The Celestial,4,2,2,3,5,0,2,,0,READY
2014,Half-Elf,The Celestial,5,3,2,3,6,0,3,,0,READY
2014,Half-Elf,The Celestial,6,3,2,3,7,0,3,,0,READY
2014,Half-Elf,The Celestial,7,4,2,3,8,0,4,,0,READY
2014,Half-Elf,The Celestial,8,4,2,3,9,0,4,,0,READY
2014,Half-Elf,The Celestial,9,5,2,3,10,0,5,,0,READY
2014,Half-Elf,The Celestial,10,5,2,4,10,0,5,,0,READY
2014,Half-Elf,The Celestial,11,5,3,4,11,0,5,6,0,READY
2014,Half-Elf,The Celestial,12,5,3,4,11,0,6,6,0,READY
2014,Half-Elf,The Celestial,13,5,3,4,12,0,6,6/7,0,READY
2014,Half-Elf,The Celestial,14,5,3,4,12,0,6,6/7,0,READY
2014,Half-Elf,The Celestial,15,5,3,4,13,0,7,6/7/8,0,READY
2014,Half-Elf,The Celestial,16,5,3,4,13,0,7,6/7/8,0,READY
2014,Half-Elf,The Celestial,17,5,4,4,14,0,7,6/7/8/9,0,READY
2014,Half-Elf,The Celestial,18,5,4,4,14,0,8,6/7/8/9,0,READY
2014,Half-Elf,The Celestial,19,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Half-Elf,The Celestial,20,5,4,4,15,0,8,6/7/8/9,0,READY
2014,Half-Elf,The Fathomless,1,1,1,2,2,0,0,,0,READY
2014,Half-Elf,The Fathomless,2,1,2,2,3,0,2,,0,READY
2014,Half-Elf,The Fathomless,3,2,2,2,4,0,2,,0,READY
