domain,id,name,edition,kind,className,data,runtime,ui,tests,mode,score,status,source
"item","belt-storm-giant","Belt of Storm Giant Strength","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","stone-good-luck","Stone of Good Luck","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","boots-striding-springing","Boots of Striding and Springing","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","ioun-stone-fortitude","Ioun Stone of Fortitude","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","potion-supreme-healing","Potion of Supreme Healing","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","elixir-health","Elixir of Health","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","potion-vitality","Potion of Vitality","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","restorative-ointment","Restorative Ointment","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","antidote-elixir","Antidote Elixir","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","clear-sight-tonic","Clear Sight Tonic","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","hearing-restoration-tonic","Hearing Restoration Tonic","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","draught-free-motion","Draught of Free Motion","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","calming-restorative","Calming Restorative","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","greater-restorative-draught","Greater Restorative Draught","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","acid-vial","Acid Vial","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","alchemists-fire","Alchemist","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","holy-water-flask","Holy Water Flask","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","basic-poison-dose","Basic Poison Dose","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","serpent-venom-dose","Serpent Venom Dose","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","wyvern-poison-dose","Wyvern Poison Dose","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","purple-worm-poison-dose","Purple Worm Poison Dose","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","smoke-bomb","Smoke Bomb","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","thunder-charge","Thunder Charge","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
"item","force-bead","Force Bead","mixed","","","true","true","true","true","partial","100","READY","itemExpansion.ts"
